ID_Sample	TaxID	Refseq	Counts	name	Species	Genus	Family	Order	Class	Phylum	Kingdom	Domain	ID	Mangrove	Collection_month	pH	OM	P	Ca	Mg	K	H.Al	SB	CTC	V.	Number_Reads	RelativeAbundance	FreqAlignment
A2	2528026	NR_173561.1	2	Maioricimonas rarisocia	Maioricimonas rarisocia	Maioricimonas	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2528631	NR_180177.1	6	Puteibacter caeruleilacunae	Puteibacter caeruleilacunae	Puteibacter	Prolixibacteraceae	Marinilabiliales	Bacteroidia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.55452865064695	42.1667965705378
A2	2529853	NR_173604.1	1	Xanthovirga aplysinae	Xanthovirga aplysinae	Xanthovirga	Fulvivirgaceae	Cytophagales	Cytophagia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2546356	NR_177686.1	1	Gloeothece citriformis	Gloeothece citriformis	Gloeothece	Aphanothecaceae	Chroococcales	Cyanophyceae	Cyanobacteriota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2558931	NR_173641.1	8	Rhodocaloribacter litoris	Rhodocaloribacter litoris	Rhodocaloribacter	Rhodothermaceae	Rhodothermales	Rhodothermia	Rhodothermota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.739371534195933	42.1667965705378
A2	2565930	NR_174216.1	1	Pseudothauera nasutitermitis	Pseudothauera nasutitermitis	Pseudothauera	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2569540	NR_173612.1	2	Desulfosediminicola ganghwensis	Desulfosediminicola ganghwensis	Desulfosediminicola	Desulfocapsaceae	Desulfobulbales	Desulfobulbia	Thermodesulfobacteriota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2569541	NR_173613.1	2	Desulfosediminicola flagellatus	Desulfosediminicola flagellatus	Desulfosediminicola	Desulfocapsaceae	Desulfobulbales	Desulfobulbia	Thermodesulfobacteriota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2582893	NR_164623.1	1	Shimia ponticola	Shimia ponticola	Shimia	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2583991	NR_180634.1	1	Christiangramia sabulilitoris	Christiangramia sabulilitoris	Christiangramia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2590452	NR_180595.1	1	Pararhizobium mangrovi	Pararhizobium mangrovi	Pararhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2591008	NR_170442.1	2	Exilibacterium tricleocarpae	Exilibacterium tricleocarpae	Exilibacterium	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2593653	NR_173607.1	1	Kaustia mangrovi	Kaustia mangrovi	Kaustia	Parvibaculaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2594593	NR_177748.1	1	Sinocapsa zengkensis	Sinocapsa zengkensis	Sinocapsa	Sinocapsaceae	Chroococcidiopsidales	Cyanophyceae	Cyanobacteriota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2597671	NR_169394.1	1	Fluviicola chungangensis	Fluviicola chungangensis	Fluviicola	Crocinitomicaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2599308	NR_180706.1	1	Crassaminicella thermophila	Crassaminicella thermophila	Crassaminicella	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2601894	NR_180718.1	1	Halioglobus maricola	Halioglobus maricola	Halioglobus	Halieaceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2602015	NR_179841.1	2	Hypericibacter terrae	Hypericibacter terrae	Hypericibacter	Dongiaceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2602289	NR_174229.1	2	Roseobacter cerasinus	Roseobacter cerasinus	Roseobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2604091	NR_170427.1	2	Marinobacter changyiensis	Marinobacter changyiensis	Marinobacter	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2605748	NR_179454.1	2	Roseiconus nitratireducens	Roseiconus nitratireducens	Roseiconus	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2606218	NR_180734.1	1	Maritimibacter harenae	Maritimibacter harenae	Maritimibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2608987	NR_179703.1	1	Segnochrobactrum spirostomi	Segnochrobactrum spirostomi	Segnochrobactrum	Segnochrobactraceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2654998	NR_173600.1	1	Ostreibacterium oceani	Ostreibacterium oceani	Ostreibacterium	Ostreibacteriaceae	Cardiobacteriales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2662420	NR_178927.1	1	Planococcus antioxidans	Planococcus antioxidans	Planococcus	Planococcaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2665159	NR_180916.1	3	Hyphomicrobium album	Hyphomicrobium album	Hyphomicrobium	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.277264325323475	42.1667965705378
A2	2670335	NR_164943.1	11	Wenzhouxiangella salilacus	Wenzhouxiangella salilacus	Wenzhouxiangella	Wenzhouxiangellaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	1.01663585951941	42.1667965705378
A2	2675298	NR_179320.1	1	Sulfuriferula nivalis	Sulfuriferula nivalis	Sulfuriferula	Sulfuricellaceae	Nitrosomonadales	Betaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2675388	NR_164980.1	1	Flavisolibacter galbus	Flavisolibacter galbus	Flavisolibacter	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2675693	NR_164917.1	1	Thalassorhabdus aurantiaca	Thalassorhabdus aurantiaca	'Thalassorhabdus' Choi et al. 2018	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2676438	NR_174321.1	2	Pseudooceanicola pacificus	Pseudooceanicola pacificus	Pseudooceanicola	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2681310	NR_180968.1	4	Methylococcus geothermalis	Methylococcus geothermalis	Methylococcus	Methylococcaceae	Methylococcales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.369685767097967	42.1667965705378
A2	2682096	NR_180207.1	1	Nitratireductor arenosus	Nitratireductor arenosus	Nitratireductor	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2683610	NR_165694.1	1	Bacillus spongiae	Bacillus spongiae	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2683649	NR_180581.1	1	Lichenicoccus roseus	Lichenicoccus roseus	Lichenicoccus	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2686014	NR_180115.1	1	Neorickettsia findlayensis	Neorickettsia findlayensis	Neorickettsia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2686016	NR_180781.1	3	Cognatazoarcus halotolerans	Cognatazoarcus halotolerans	Cognatazoarcus	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.277264325323475	42.1667965705378
A2	2691042	NR_179959.1	5	Kangsaoukella pontilimi	Kangsaoukella pontilimi	Kangsaoukella	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.462107208872458	42.1667965705378
A2	2692916	NR_180695.1	1	Oceanomicrobium pacificus	Oceanomicrobium pacificus	Oceanomicrobium	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2697053	NR_175539.1	2	Poritiphilus flavus	Poritiphilus flavus	Poritiphilus	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2697469	NR_174329.1	3	Draconibacterium mangrovi	Draconibacterium mangrovi	Draconibacterium	Prolixibacteraceae	Marinilabiliales	Bacteroidia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.277264325323475	42.1667965705378
A2	2703963	NR_165735.1	1	Rheinheimera pleomorphica	Rheinheimera pleomorphica	Rheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2707351	NR_175529.1	32	Wenzhouxiangella limi	Wenzhouxiangella limi	Wenzhouxiangella	Wenzhouxiangellaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	2.95748613678373	42.1667965705378
A2	2715437	NR_169424.1	1	Fictibacillus iocasae	Fictibacillus iocasae	Fictibacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2716691	NR_180041.1	1	Roseovarius gahaiensis	Roseovarius gahaiensis	Roseovarius	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2716870	NR_169349.1	1	Parahaliea maris	Parahaliea maris	Parahaliea	Halieaceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2728835	NR_180936.1	1	Luteolibacter luteus	Luteolibacter luteus	Luteolibacter	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobiota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2740184	NR_179316.1	2	Geomonas silvestris	Geomonas silvestris	Geomonas	Geobacteraceae	Geobacterales	Desulfuromonadia	Thermodesulfobacteriota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2741433	NR_180225.1	6	Calidifontibacillus erzurumensis	Calidifontibacillus erzurumensis	Calidifontibacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.55452865064695	42.1667965705378
A2	2742145	NR_180590.1	1	Oricola thermophila	Oricola thermophila	Oricola	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2744473	NR_173677.1	1	Actirhodobacter atriluteus	Actirhodobacter atriluteus	Actirhodobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2748318	NR_173618.1	1	Oceaniferula marina	Oceaniferula marina	Oceaniferula	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobiota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2751250	NR_181608.1	2	Exiguobacterium algae	Exiguobacterium algae	Exiguobacterium	NA	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2751251	NR_180579.1	6	Exiguobacterium qingdaonense	Exiguobacterium qingdaonense	Exiguobacterium	NA	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.55452865064695	42.1667965705378
A2	2751370	NR_173681.1	10	Rhabdothermincola sediminis	Rhabdothermincola sediminis	Rhabdothermincola	Iamiaceae	Acidimicrobiales	Acidimicrobiia	Actinomycetota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.924214417744917	42.1667965705378
A2	2753746	NR_173620.1	1	Thermohalobaculum xanthum	Thermohalobaculum xanthum	Thermohalobaculum	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2760803	NR_179343.1	1	Erythrobacter rubeus	Erythrobacter rubeus	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2761580	NR_173678.1	1	Croceimicrobium hydrocarbonivorans	Croceimicrobium hydrocarbonivorans	Croceimicrobium	Owenweeksiaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2762760	NR_181208.1	7	Pelagibius marinus	Pelagibius marinus	Pelagibius	Fodinicurvataceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.646950092421442	42.1667965705378
A2	2762760	NR_181257.1	1	Pelagibius marinus	Pelagibius marinus	Pelagibius	Fodinicurvataceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2769542	NR_181775.1	1	Rossellomorea arthrocnemi	Rossellomorea arthrocnemi	Rossellomorea	Bacillaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2772557	NR_179352.1	16	Desulfomarina profundi	Desulfomarina profundi	Desulfomarina	Desulfobulbaceae	Desulfobulbales	Desulfobulbia	Thermodesulfobacteriota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	1.47874306839187	42.1667965705378
A2	2779528	NR_181472.1	1	Sulfurovum indicum	Sulfurovum indicum	Sulfurovum	Sulfurovaceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2781856	NR_181484.1	2	Altererythrobacter flavus	Altererythrobacter flavus	Altererythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2785326	NR_181889.1	1	Robertkochia sediminum	Robertkochia sediminum	Robertkochia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2787712	NR_180525.1	1	Alkalibacter mobilis	Alkalibacter mobilis	Alkalibacter	Eubacteriaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2789776	NR_171428.1	9	Actinomarinicola tropica	Actinomarinicola tropica	Actinomarinicola	Iamiaceae	Acidimicrobiales	Acidimicrobiia	Actinomycetota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.831792975970425	42.1667965705378
A2	2792481	NR_181537.1	1	Thiosulfatihalobacter marinus	Thiosulfatihalobacter marinus	Thiosulfatihalobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2792603	NR_178345.1	7	Acidihalobacter aeolianus	Acidihalobacter aeolianus	Acidihalobacter	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.646950092421442	42.1667965705378
A2	2794344	NR_181554.1	1	Spongiibacter nanhainus	Spongiibacter nanhainus	Spongiibacter	Spongiibacteraceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2795293	NR_184634.1	18	Desulfolithobacter dissulfuricans	Desulfolithobacter dissulfuricans	Desulfolithobacter	Desulfobulbaceae	Desulfobulbales	Desulfobulbia	Thermodesulfobacteriota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	1.66358595194085	42.1667965705378
A2	2795986	NR_181568.1	1	Aureibaculum flavum	Aureibaculum flavum	Aureibaculum	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2796366	NR_181642.1	1	Comamonas fluminis	Comamonas fluminis	Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2800212	NR_171442.1	5	Planomicrobium iranicum	Planomicrobium iranicum	Planomicrobium	Planococcaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.462107208872458	42.1667965705378
A2	2803949	NR_181652.1	5	Fulvivirga sediminis	Fulvivirga sediminis	Fulvivirga	Fulvivirgaceae	Cytophagales	Cytophagia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.462107208872458	42.1667965705378
A2	2805490	NR_181547.1	1	Steroidobacter gossypii	Steroidobacter gossypii	Steroidobacter	Steroidobacteraceae	Steroidobacterales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2809020	NR_181525.1	2	Paralysiella testudinis	Paralysiella testudinis	Paralysiella	Neisseriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2810512	NR_181251.1	17	Fulvivirga lutea	Fulvivirga lutea	Fulvivirga	Fulvivirgaceae	Cytophagales	Cytophagia	Bacteroidota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	1.57116451016636	42.1667965705378
A2	2812559	NR_173652.1	1	Arenibaculum pallidiluteum	Arenibaculum pallidiluteum	Arenibaculum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2815309	NR_181819.1	1	Geobacter benzoatilyticus	Geobacter benzoatilyticus	Geobacter	Geobacteraceae	Geobacterales	Desulfuromonadia	Thermodesulfobacteriota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2815909	NR_177763.1	1	Annamia dubia	Annamia dubia	Annamia	Geminocystaceae	Chroococcales	Cyanophyceae	Cyanobacteriota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2817477	NR_175556.1	2	Bacillus paramobilis	Bacillus paramobilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.184842883548983	42.1667965705378
A2	2818044	NR_173621.1	1	Sinanaerobacter chloroacetimidivorans	Sinanaerobacter chloroacetimidivorans	Sinanaerobacter	Eubacteriales Family XIII. Incertae Sedis	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2819280	NR_174207.1	15	Acidihalobacter yilgarnensis	Acidihalobacter yilgarnensis	Acidihalobacter	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	1.38632162661738	42.1667965705378
A2	2827239	NR_189190.1	1	Thetidibacter halocola	Thetidibacter halocola	Thetidibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
A2	2828781	NR_181655.1	1	Oceanirhabdus seepicola	Oceanirhabdus seepicola	Oceanirhabdus	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	Sample-ID2-A2	Araçá	September	7.3	10	24	58	56	12.6	9	126.6	135	94	2566	0.0924214417744917	42.1667965705378
